std,attendance 
0.911571393,47.0
2.613466663,52.0
1.1944752,50.0
2.598336823,52.0
2.588066717,52.0
3.761028588,43.0
1.184057238,50.0
3.750980503,43.0
1.898457895,51.0
0.221998641,48.0
1.187611775,50.0
1.634504521,46.0
4.445832291,42.0
2.615215538,52.0
7.256582519,38.0
0.519616347,49.0
2.630970892,52.0
1.605610887,46.0
4.740528608,55.0
2.321843162,45.0
4.73156954,55.0
0.217369862,48.0
2.601422365,52.0
1.182844064,50.0
0.935038637,47.0
3.295530509,53.0
1.874475794,51.0
0.245950185,48.0
7.290602769,38.0
1.894944432,51.0
3.74842627,43.0
0.492449365,49.0
4.013648811,54.0
6.569573641,39.0
3.318154789,53.0
1.897237209,51.0
4.451051107,42.0
0.912316092,47.0
3.727709268,43.0
1.217795012,50.0
1.918241233,51.0
1.911626608,51.0
4.437034304,42.0
5.443753576,56.0
3.31109387,53.0
3.747184915,43.0
1.19848607,50.0
3.033870311,44.0
4.023604243,54.0
1.627769302,46.0
3.310867872,53.0
1.633416665,46.0
0.923232442,47.0
7.537009035,59.0
3.764235109,43.0
1.88639342,51.0
1.643733468,46.0
2.590414058,52.0
0.467565722,49.0
2.353196269,45.0
0.473692892,49.0
2.347138316,45.0
1.889407509,51.0
4.460212004,42.0
2.602514415,52.0
3.044612637,44.0
2.603948782,52.0
1.890839336,51.0
7.278515543,38.0
6.137153195,57.0
0.226096839,48.0
3.044978576,44.0
0.48902712,49.0
1.62722399,46.0
2.607319432,52.0
2.335198321,45.0
2.606504381,52.0
2.336055225,45.0
4.015588051,54.0
0.93131137,47.0
5.416137047,56.0
0.239987756,48.0
5.879026773,40.0
5.418312203,56.0
3.057759054,44.0
0.933635002,47.0
0.479143998,49.0
1.182720271,50.0
1.179210715,50.0
3.05436657,44.0
0.930293877,47.0
4.452692996,42.0
1.200629989,50.0
2.328076712,45.0
1.908982156,51.0
0.211720926,48.0
0.916164438,47.0
3.316862156,53.0
5.858593648,40.0
3.324214638,53.0
1.904528293,51.0
1.194000308,50.0
1.895690829,51.0
3.045380342,44.0
1.898972319,51.0
0.221719923,48.0
0.926210291,47.0
6.564572786,39.0
3.325580632,53.0
3.029893303,44.0
2.619643507,52.0
3.317509315,53.0
4.448308864,42.0
1.205206862,50.0
1.618748582,46.0
0.90913729,47.0
1.611816005,46.0
0.197062546,48.0
1.919014589,51.0
3.727682488,43.0
2.629134157,52.0
3.724732747,43.0
3.337315293,53.0
0.197685767,48.0
0.902366831,47.0
1.215694279,50.0
5.13453804,41.0
2.636605604,52.0
3.012237376,44.0
1.227148276,50.0
0.18657171,48.0
0.519165242,49.0
0.892699112,47.0
4.416640785,42.0
4.763278056,55.0
3.007045244,44.0
2.642926385,52.0
0.52025473,49.0
2.634749298,52.0
2.627958707,52.0
3.021109178,44.0
0.192187997,48.0
5.128784735,41.0
1.232025336,50.0
1.934197938,51.0
0.891959569,47.0
0.520931831,49.0
1.596347127,46.0
1.592326102,46.0
3.704315675,43.0
0.873693341,47.0
6.514221222,39.0
3.376831636,53.0
1.25238813,50.0
0.866776054,47.0
6.1889346,57.0
1.585315944,46.0
2.650779608,52.0
2.998688708,44.0
5.10746001,41.0
2.664184718,52.0
1.246922446,50.0
1.949274898,51.0
0.877018362,47.0
1.241289144,50.0
1.583304314,46.0
0.874086214,47.0
2.988206061,44.0
1.570217936,46.0
2.666029395,52.0
5.80536355,40.0
5.495229842,56.0
0.866667694,47.0
1.957110712,51.0
0.869256563,47.0
5.099840889,41.0
0.85518326,47.0
1.558622694,46.0
1.554972523,46.0
2.256794073,45.0
2.686676115,52.0
0.846883703,47.0
0.566013549,49.0
2.681113212,52.0
5.085289877,41.0
6.214067427,57.0
2.265992765,45.0
1.266629349,50.0
1.263730884,50.0
1.561123875,46.0
2.675408573,52.0
6.502168265,39.0
0.843397204,47.0
1.546996057,46.0
0.837993364,47.0
2.247134388,45.0
1.991022015,51.0
2.952091539,44.0
2.239962421,45.0
4.820321674,55.0
5.067861073,41.0
1.998755168,51.0
1.994323339,51.0
0.578826347,49.0
2.694186102,52.0
0.133945337,48.0
1.277454449,50.0
2.958683637,44.0
0.835530989,47.0
2.950395325,44.0
0.583863769,49.0
0.828544685,47.0
0.121174481,48.0
1.290240296,50.0
2.946023717,44.0
1.999405381,51.0
4.355169508,42.0
0.593302042,49.0
0.113561046,48.0
2.935701871,44.0
3.420949438,53.0
2.936749866,44.0
4.125540201,54.0
0.822461065,47.0
0.115110406,48.0
1.526097547,46.0
2.228502845,45.0
1.304285197,50.0
5.049068547,41.0
2.72339662,52.0
2.221702935,45.0
2.722361108,52.0
1.305427904,50.0
5.048038245,41.0
4.135769476,54.0
2.92923367,44.0
0.100598697,48.0
0.806043532,47.0
3.429540487,53.0
0.811434011,47.0
2.012868383,51.0
0.10823063,48.0
6.459010007,39.0
4.844831218,55.0
6.455755826,39.0
4.14244337,54.0
2.01703995,51.0
3.632475965,43.0
4.137357182,54.0
0.105072092,48.0
0.104861527,48.0
0.0,77.0
0.0,44.0
0.0,56.0
1.414213562,60.0
0.0,58.0
5.303300859,48.0
6.505382387,44.0
3.653385036,47.0
1.717259326,55.0
5.833630945,62.0
5.81398909,63.0
0.494974747,54.0
0.83567165,56.0
5.067598599,47.0
2.502070149,58.0
1.666751699,57.0
6.835365551,65.0
3.756504775,61.0
0.457539682,55.0
1.767766953,53.0
5.024179761,48.0
2.085965005,52.0
3.333503397,50.0
2.507014951,51.0
2.398014301,51.0
0.412478956,55.0
3.676955262,49.0
0.135982073,54.0
3.535533906,49.0
2.045558903,51.0
0.073148977,54.0
0.754247233,55.0
0.729916677,55.0
5.502174641,62.0
2.207030256,51.0
0.60312049,55.0
2.646599667,58.0
4.635477788,61.0
5.886186179,63.0
2.288793002,58.0
3.608057678,60.0
3.517856236,60.0
3.432054865,60.0
0.589255651,56.0
1.496435281,53.0
0.771389216,54.0
3.519820422,50.0
3.443302587,50.0
3.370040829,50.0
1.915080866,52.0
1.875997583,52.0
3.224406922,50.0
0.305026455,55.0
1.78136516,52.0
1.747754497,52.0
1.715388673,52.0
2.378450082,51.0
1.641497885,52.0
0.917998277,53.0
1.877490419,57.0
1.845668548,57.0
3.90087241,60.0
3.836923682,60.0
6.557845148,64.0
6.453752368,64.0
2.872621299,59.0
2.132198909,58.0
0.010713739,55.0
2.775657962,51.0
0.748701298,56.0
2.74644373,51.0
0.080812204,55.0
2.708916119,51.0
1.974006431,52.0
1.946965247,52.0
1.920654906,52.0
2.592724864,51.0
4.652018297,48.0
2.497831747,51.0
5.257973501,47.0
1.0024805,53.0
3.084753333,50.0
2.348292891,51.0
0.474278939,55.0
3.262914424,59.0
4.621447891,61.0
5.964653672,63.0
6.594181843,64.0
3.722470181,60.0
1.582954953,57.0
2.264330704,58.0
0.141421356,55.0
1.258805479,53.0
1.24512281,53.0
0.532230911,54.0
0.173015489,55.0
1.22813283,53.0
0.515598695,54.0
1.210100265,53.0
0.497860897,54.0
4.69261773,48.0
3.945655839,49.0
4.606695664,48.0
5.261706342,47.0
5.210621815,47.0
2.359288972,51.0
2.336819553,51.0
2.588277652,58.0
1.163091528,56.0
8.157917124,66.0
6.681834721,64.0
5.219733694,62.0
1.669026817,57.0
0.953331464,56.0
0.244045703,55.0
0.241904951,55.0
3.965946729,49.0
0.975319698,56.0
0.966983632,56.0
0.958788856,56.0
1.651896514,57.0
1.166726189,53.0
1.64796787,57.0
1.872094183,52.0
0.948557877,56.0
1.864709012,52.0
5.357040974,47.0
8.821998889,42.0
3.841761252,49.0
7.31966004,44.0
0.948290489,53.0
2.344330944,51.0
5.392363927,62.0
3.24626295,59.0
8.836176469,67.0
1.050106339,56.0
6.657279399,64.0
0.993069082,56.0
3.225852104,50.0
1.798510726,52.0
1.083552118,53.0
0.373756441,54.0
1.735169832,57.0
0.383431142,54.0
0.321412173,55.0
3.127965414,59.0
2.404163056,58.0
1.685432602,57.0
6.051294767,46.0
1.094104411,53.0
5.300928017,47.0
1.051232081,53.0
9.473357737,41.0
1.684030624,52.0
3.780479392,49.0
1.864190605,57.0
1.149618767,56.0
6.060267734,63.0
5.319064386,62.0
2.474873734,58.0
2.459308491,58.0
2.474873734,51.0
1.756787034,52.0
3.151426519,50.0
3.132092614,50.0
5.320547366,62.0
1.739911231,52.0
3.893346976,60.0
4.57290613,61.0
1.734095201,57.0
1.723834283,57.0
0.395147907,54.0
1.798780408,52.0
5.303300859,47.0
4.569626482,48.0
5.949450159,46.0
3.806254788,49.0
4.487717469,48.0
3.759251306,49.0
1.183807982,56.0
1.880350994,57.0
2.573083009,58.0
5.371667537,62.0
6.045374459,63.0
1.089639958,56.0
5.245656284,47.0
0.294309309,54.0
4.512557792,48.0
0.268473698,54.0
1.139645504,56.0
2.540346584,58.0
7.450672505,65.0
1.784426537,57.0
4.588828382,61.0
0.344393976,55.0
0.360843151,54.0
2.469434451,51.0
5.27083167,47.0
6.651110993,45.0
3.803377384,49.0
1.673604492,52.0
4.479521459,48.0
2.346468771,51.0
1.886784926,57.0
0.233380071,54.0
6.804169664,64.0
3.252691193,59.0
1.125878758,56.0
0.416748924,55.0
2.400083594,51.0
1.684876445,52.0
2.38059283,51.0
1.149467422,56.0
1.847816777,57.0
4.654289705,61.0
4.632540688,61.0
4.610993987,61.0
3.885813654,60.0
0.348665556,55.0
1.764523344,52.0
4.571978092,48.0
3.143411055,50.0
8.056537896,43.0
2.388874261,51.0
0.970290023,53.0
8.70940897,42.0
1.631059642,52.0
0.215886584,54.0
0.214935541,54.0
4.010039772,60.0
3.288509703,59.0
1.866147027,57.0
1.858068468,57.0
1.670234983,52.0
3.071210569,50.0
0.462339049,55.0
1.164469465,56.0
1.863645839,57.0
6.080521604,63.0
4.646701705,61.0
5.331407614,62.0
1.084230398,56.0
3.192249701,59.0
1.066504029,56.0
3.867263013,49.0
0.330369562,54.0
5.962786163,46.0
5.938547195,46.0
1.832179514,57.0
8.034785925,43.0
4.481182734,48.0
0.237587878,54.0
1.645220559,52.0
1.882812104,57.0
1.875370159,57.0
0.949304773,53.0
0.241248196,54.0
1.16838347,56.0
0.949228948,53.0
1.871914463,57.0
1.864686994,57.0
1.153127982,56.0
6.079492785,63.0
3.943064913,60.0
6.74574492,64.0
3.198051124,59.0
1.777106099,57.0
0.342920206,54.0
3.159469625,50.0
0.374661056,55.0
5.262556788,47.0
1.720626501,52.0
3.123272388,50.0
1.702775521,52.0
1.696538248,52.0
3.099398701,50.0
0.974521709,53.0
0.266446033,54.0
1.674592233,52.0
0.964005288,53.0
0.255977724,54.0
2.563262082,58.0
0.968811782,53.0
0.443822341,55.0
0.442254065,55.0
6.782249549,64.0
6.053826478,63.0
5.328024872,62.0
6.01410332,63.0
1.765311721,57.0
3.168523466,59.0
0.365744887,54.0
0.340188829,55.0
1.070346566,53.0
2.476080401,51.0
3.172360015,50.0
3.161606252,50.0
1.741489336,52.0
1.030899785,53.0
4.551110088,48.0
0.307437731,54.0
1.011162697,53.0
1.712560942,52.0
3.821186314,49.0
0.420063434,55.0
4.514783758,48.0
0.976039196,53.0
1.141538398,56.0
2.547427036,58.0
6.768022048,64.0
5.336482245,62.0
6.024093578,63.0
3.185390998,59.0
5.994543065,63.0
0.336609937,55.0
0.369316918,54.0
3.892454472,49.0
1.060660172,53.0
2.467066561,51.0
0.360224209,55.0
2.460465602,51.0
0.366811643,55.0
2.453946898,51.0
0.373317245,55.0
2.447508921,51.0
1.084666883,56.0
5.263050165,47.0
2.427154872,51.0
3.124676755,50.0
2.410199333,51.0
0.992958459,53.0
0.28498546,54.0
0.42084603,55.0
4.64944007,61.0
7.455411137,65.0
6.728099852,64.0
7.413011987,65.0
2.455933374,58.0
0.333620113,55.0
2.487425926,51.0
2.480088386,51.0
3.177821064,50.0
1.053402478,53.0
3.165440006,50.0
0.336030336,54.0
1.040104742,53.0
1.037089946,53.0
1.739155696,52.0
1.73414372,52.0
2.434235413,51.0
2.427260527,51.0
3.125411973,50.0
1.706323201,52.0
5.932063423,46.0
0.430674102,55.0
1.839676117,57.0
3.949838724,60.0
8.874587355,67.0
7.439476387,65.0
3.187905991,59.0
4.589300279,61.0
3.166267031,59.0
2.483688085,51.0
2.476827068,51.0
3.175162681,50.0
2.461275527,51.0
0.366145703,55.0
3.160728672,50.0
0.373783966,55.0
1.742787637,52.0
3.148445641,50.0
0.386042081,55.0
0.385001536,55.0
1.026445328,53.0
4.549748726,48.0
3.12715138,50.0
5.234475799,47.0
2.399649608,51.0
0.982822157,53.0
0.980222099,53.0
5.369533816,62.0
6.765895412,64.0
10.9796423,70.0
3.193086905,59.0
5.300531511,62.0
0.349870543,55.0
3.882659053,49.0
1.756775656,52.0
3.86807508,49.0
3.152821473,50.0
0.323560429,54.0
3.849199222,49.0
1.097733545,56.0
1.726278545,52.0
0.394036603,55.0
0.39303651,55.0
0.392041481,55.0
3.135554313,50.0
1.011679223,53.0
3.83045784,49.0
8.052865197,43.0
0.274003878,54.0
3.800037689,49.0
2.557545423,58.0
3.25655133,59.0
6.775273143,64.0
9.579987428,68.0
5.324200567,62.0
3.195010739,59.0
0.339688552,54.0
3.160369672,50.0
2.447279323,51.0
4.557483852,48.0
3.135640993,50.0
2.422653984,51.0
1.711403369,52.0
0.296473687,54.0
0.295761009,54.0
0.29505175,54.0
0.294345885,54.0
0.411775787,55.0
1.705474213,52.0
3.817704783,49.0
3.103226916,50.0
4.506760951,48.0
0.263497338,54.0
0.968320345,53.0
2.561187238,58.0
6.787893902,64.0
6.066579674,63.0
10.28518954,69.0
2.501184684,58.0
3.200847634,59.0
0.371558424,55.0
3.862142119,49.0
3.853243174,49.0
2.433422647,51.0
1.722356426,52.0
1.012926419,53.0
2.421598566,51.0
0.299594217,54.0
1.004413041,53.0
1.002135461,53.0
1.705375178,52.0
1.120516841,56.0
1.704063639,52.0
3.111269837,50.0
4.515336576,48.0
6.621809812,45.0
0.448255192,55.0
0.963807016,53.0
5.388153673,62.0
5.376206547,62.0
9.597566599,68.0
5.343104883,62.0
4.625786652,61.0
1.793409287,57.0
3.854972496,49.0
4.552096609,48.0
4.542157533,48.0
1.709996791,52.0
0.295140222,54.0
1.000072931,53.0
0.413244223,55.0
0.293227866,54.0
0.412986935,55.0
0.999073452,53.0
2.408108287,51.0
0.419418797,55.0
3.815052612,49.0
2.39571999,51.0
6.624236505,45.0
0.259722873,54.0
2.375998633,51.0
0.451471983,55.0
6.801054463,64.0
3.964263912,60.0
6.778420678,64.0
6.058585775,63.0
6.045910909,63.0
0.317386134,54.0
1.022358554,53.0
2.431506478,51.0
5.249020878,47.0
1.004296588,53.0
0.296575778,54.0
3.118559598,50.0
1.700839151,52.0
5.22562075,47.0
1.136007616,56.0
0.277637018,54.0
0.428593294,55.0
3.100612831,50.0
0.977302055,53.0
3.798009648,49.0
4.495996761,48.0
1.864190605,57.0
0.449069831,55.0
3.976586425,60.0
3.262914424,59.0
8.901893386,67.0
0.0,12.0
0.0,53.0
0.0,63.0
1.767766953,58.0
5.421151989,49.0
4.419417382,65.0
0.989949494,57.0
2.592724864,54.0
0.808122036,59.0
0.530330086,57.0
3.928371007,64.0
4.101219331,52.0
2.057037909,61.0
7.719249028,70.0
4.623390492,52.0
2.323350852,55.0
4.808326112,51.0
1.193242693,56.0
0.207972583,58.0
2.867710835,62.0
4.72645059,65.0
7.848885271,70.0
4.781388711,66.0
1.864190605,62.0
2.459501848,63.0
3.034666603,64.0
3.592102448,65.0
4.813765395,67.0
2.592724864,64.0
1.81827458,63.0
1.755575457,63.0
3.064129385,65.0
1.596692732,63.0
2.916815472,65.0
0.59996939,60.0
3.327561323,56.0
0.484873221,60.0
2.278455184,64.0
0.535107834,60.0
2.232968783,64.0
1.486737335,63.0
0.76013979,62.0
6.26048199,70.0
4.730881084,68.0
3.930198156,67.0
3.840875471,67.0
1.681342791,64.0
0.261322071,62.0
5.792257676,70.0
0.559792868,61.0
1.241044555,60.0
5.020458146,69.0
0.069324194,62.0
3.535533906,67.0
4.162590863,68.0
1.309457002,64.0
1.285648693,64.0
1.262690681,64.0
2.927670182,58.0
0.09753197,62.0
1.989486876,65.0
0.824957911,61.0
1.506948878,60.0
4.778673247,69.0
1.919289835,65.0
1.193242693,64.0
6.048482621,71.0
1.08208765,64.0
1.023721758,61.0
3.171581886,67.0
1.035040361,64.0
0.373756441,62.0
3.814392918,68.0
1.119585737,61.0
2.49908972,59.0
4.510194604,69.0
0.961665222,64.0
1.144396501,61.0
3.755930825,68.0
1.178511302,61.0
0.465437375,62.0
4.428256217,69.0
1.580078116,65.0
0.534641713,62.0
1.567562021,65.0
0.151522882,63.0
0.14974026,63.0
4.34130675,69.0
2.194469321,66.0
0.626753738,62.0
1.477773722,65.0
2.859854093,67.0
2.828427125,67.0
2.797683352,67.0
0.030413195,63.0
1.429258388,61.0
0.684777093,64.0
1.377385084,65.0
0.663368217,64.0
2.756273372,67.0
1.471353504,61.0
1.456639969,61.0
2.058310828,66.0
6.239177481,72.0
1.977152942,66.0
1.257834178,65.0
0.855262488,62.0
2.248065899,60.0
4.777927129,70.0
1.230889582,65.0
0.181642109,63.0
4.024080409,69.0
1.184881633,65.0
0.227284323,63.0
1.176425441,65.0
2.5679141,67.0
0.959205721,62.0
1.152096393,65.0
3.064129385,59.0
3.038162187,59.0
3.297850954,68.0
0.465511964,64.0
2.343386936,60.0
1.182375273,65.0
3.276836303,68.0
1.146197282,65.0
1.137027704,65.0
0.976480793,62.0
3.073409002,59.0
3.264844591,68.0
3.075092281,59.0
1.648102728,61.0
2.574732325,67.0
0.251772869,63.0
0.24987984,63.0
2.559304395,67.0
3.944084491,69.0
0.998268397,62.0
2.518745323,67.0
2.413386188,60.0
0.991984333,62.0
1.823325343,66.0
0.295881561,63.0
1.110456424,65.0
0.400529016,64.0
0.304448753,63.0
0.399881076,64.0
3.206196501,68.0
1.779792578,66.0
3.148536276,59.0
2.491483625,67.0
0.33469721,63.0
1.072367238,65.0
3.172676479,68.0
0.36048581,63.0
0.344370186,64.0
1.044693244,65.0
3.145718629,68.0
0.315270539,64.0
3.123800843,68.0
0.409143546,63.0
2.514648491,60.0
3.122688953,68.0
2.400671171,67.0
0.980405721,65.0
0.974427637,65.0
2.545584412,60.0
0.421708261,63.0
1.689434765,66.0
1.679378605,66.0
0.439326698,63.0
0.969152235,65.0
0.442458629,63.0
0.2631095,64.0
3.77668593,69.0
0.239766092,64.0
1.167736342,62.0
1.65125504,66.0
1.641925916,66.0
0.929567342,65.0
3.737000084,69.0
0.903525332,65.0
3.320667204,59.0
0.213686115,64.0
0.490724378,63.0
0.488057398,63.0
4.437572827,70.0
0.897189249,65.0
0.189065984,64.0
1.594751464,66.0
2.289679101,67.0
1.942682841,61.0
1.584511531,66.0
4.051132601,58.0
1.91981323,61.0
4.421239823,70.0
0.52579735,63.0
0.180384383,64.0
1.58650354,66.0
0.532115709,63.0
0.529441761,63.0
0.880347943,65.0
0.531209572,63.0
2.639398579,60.0
3.706214853,69.0
3.348358582,59.0
1.221052686,62.0
0.895897427,65.0
1.595260226,66.0
0.180176247,64.0
3.697931636,69.0
1.949594411,61.0
0.532843499,63.0
1.58098403,66.0
1.573561569,66.0
2.656606785,60.0
2.282474912,67.0
1.247257795,62.0
0.166186386,64.0
4.388603096,70.0
0.558582069,63.0
1.963828379,61.0
2.268500941,67.0
0.850439237,65.0
1.265182088,62.0
2.964166373,68.0
0.839100047,65.0
1.276546755,62.0
0.841052119,65.0
1.274653013,62.0
1.973105822,61.0
4.371764534,70.0
1.279526556,62.0
1.274011356,62.0
2.251816445,67.0
2.242193298,67.0
1.287837031,62.0
2.238172735,67.0
1.291887073,62.0
2.694730464,60.0
2.245581786,67.0
1.284577319,62.0
0.575074395,63.0
2.948226208,68.0
0.119306082,64.0
0.118817123,64.0
3.639435311,69.0
0.103479041,64.0
1.305427904,62.0
0.812602551,65.0
2.007728893,61.0
0.591141269,63.0
3.636951612,69.0
0.603285547,63.0
0.103410873,64.0
1.511649536,66.0
0.607279941,63.0
0.099436891,64.0
2.916471549,68.0
0.616662891,63.0
0.090094686,64.0
1.498522448,66.0
0.620411697,63.0
0.618043713,63.0
2.201978912,67.0
1.489209736,66.0
1.334163738,62.0
2.897542825,68.0
2.182232164,67.0
0.76515286,65.0
2.171264689,67.0
1.359216368,62.0
0.054794252,64.0
1.463607051,66.0
0.753729206,65.0
1.455504469,66.0
0.745676242,65.0
2.075204684,61.0
2.06771297,61.0
3.576230699,69.0
3.563412668,69.0
2.085965005,61.0
0.035229519,64.0
0.669494718,63.0
1.446695499,66.0
2.14621847,67.0
0.729436469,65.0
0.022251612,64.0
0.02217408,64.0
1.431400186,66.0
2.835767334,68.0
2.121320344,67.0
2.114030583,61.0
1.40210557,62.0
0.012066669,64.0
0.716727282,65.0
0.69512192,63.0
0.716662278,65.0
0.009523324,64.0
0.695242573,63.0
1.421308279,66.0
2.826070102,68.0
0.002349192,64.0
0.002341413,64.0
0.707106781,63.0
1.409561544,66.0
4.928882022,71.0
1.388794691,66.0
2.139746579,61.0
0.72317739,63.0
0.0160186,64.0
2.098510447,67.0
2.796595951,68.0
2.082792089,67.0
4.267491085,58.0
1.384938441,66.0
0.029182185,64.0
0.733958937,63.0
0.026767449,64.0
0.73156645,63.0
3.54883372,59.0
1.396535893,66.0
1.392185314,66.0
2.092772554,67.0
0.733377002,63.0
0.02618914,64.0
2.140901762,61.0
3.505167357,69.0
1.379615065,66.0
1.375408922,66.0
0.038686693,64.0
2.858425594,60.0
0.734878347,63.0
1.382265967,66.0
0.673131681,65.0
0.033873379,64.0
0.738768279,63.0
0.67343503,65.0
0.033571835,64.0
2.081571738,67.0
0.665389567,65.0
1.451648627,62.0
0.742358439,63.0
0.669890635,65.0
2.078028092,67.0
1.366936074,66.0
1.362973941,66.0
0.05109153,64.0
0.654124717,65.0
2.062394778,67.0
0.646323963,65.0
2.054650276,67.0
0.066480125,64.0
1.476487171,62.0
2.053213741,67.0
2.047413703,67.0
1.336531409,66.0
2.192825524,61.0
0.071304885,64.0
0.776237332,63.0
2.751610511,68.0
2.038824552,67.0
0.082267271,64.0
1.492346908,62.0
0.627240726,65.0
1.330681717,66.0
2.032205516,67.0
2.026653042,67.0
1.315950767,66.0
0.803181072,63.0
0.095813927,64.0
2.725227757,68.0
2.012681296,67.0
0.813552963,63.0
0.811371856,63.0
2.219634655,61.0
1.312390186,66.0
3.424578321,69.0
1.299801059,66.0
0.819345953,63.0
0.111943026,64.0
2.004089482,67.0
1.998829405,67.0
2.698852584,68.0
0.576024323,65.0
0.130741098,64.0
0.13040151,64.0
1.280486114,66.0
0.571897733,65.0
0.570423769,65.0
2.25219872,61.0
0.835836477,63.0
1.987494508,67.0
2.687727306,68.0
2.256264386,61.0
2.250537826,61.0
1.539523625,62.0
2.696291009,68.0
1.278848032,66.0
1.275634846,66.0
1.548900568,62.0
0.570988726,65.0
0.841122031,63.0
0.839029688,63.0
0.573756619,65.0
2.68840598,68.0
0.845036252,63.0
1.978505673,67.0
1.55320261,62.0
0.138648388,64.0
2.95982105,60.0
1.279690809,66.0
2.250354428,61.0
1.5395019,62.0
2.241168951,61.0
0.585839676,65.0
1.995233833,67.0
1.536597428,62.0
2.943734705,60.0
1.295798551,66.0
0.118132398,64.0
1.998418451,67.0
0.122609964,64.0
1.288542926,66.0
0.830808677,63.0
0.828849222,63.0
0.826898989,63.0
0.119511005,64.0
1.291670467,66.0
1.533166105,62.0
0.118675264,64.0
1.292525419,66.0
2.700458844,68.0
1.988737822,67.0
0.837750066,63.0
0.835819767,63.0
0.577064155,65.0
2.692195543,68.0
1.980546225,67.0
1.270532047,66.0
0.143354222,64.0
2.259527578,61.0
1.978616254,67.0
0.14238123,64.0
0.142059827,64.0
1.552768269,62.0
1.272792206,66.0
1.269938412,66.0
1.267097386,66.0
1.264269044,66.0
1.560674432,62.0
0.851670834,63.0
0.144243512,64.0
0.849466775,63.0
4.091229301,70.0
1.965569951,67.0
0.860960784,63.0
1.257595613,66.0
1.254843763,66.0
1.252103929,66.0
0.867322697,63.0
1.956841158,67.0
1.575268252,62.0
1.956022654,67.0
0.164940675,64.0
0.540997645,65.0
1.245420331,66.0
1.579609784,62.0
2.281819956,61.0
1.956630944,67.0
1.246859932,66.0
0.53860474,65.0
1.579355273,62.0
0.540816839,65.0
1.245285304,66.0
2.653888109,68.0
0.174171565,64.0
0.173805658,64.0
0.532183091,65.0
1.942324694,67.0
1.23263917,66.0
1.935704813,67.0
1.931680479,67.0
1.222033089,66.0
1.603068169,62.0
1.599756044,62.0
1.596457578,62.0
2.640738288,68.0
0.518351378,65.0
0.18836861,64.0
0.187983398,64.0
0.518063948,65.0
0.188657817,64.0
0.517395206,65.0
0.189326765,64.0
0.516731879,65.0
2.632722824,68.0
0.510371427,65.0
1.215028554,66.0
1.918275625,67.0
0.503051918,65.0
0.0,61.0
0.0,68.0
0.0,44.0
6.363961031,26.0
8.956685895,54.0
8.308504679,57.0
2.404163056,41.0
4.478342948,52.0
1.010152545,44.0
8.308504679,32.0
4.556910368,51.0
7.283199846,56.0
7.521044854,34.0
4.124789557,51.0
1.196642245,47.0
6.768022048,35.0
0.377123617,44.0
8.264310505,57.0
7.528607494,34.0
5.578286829,53.0
2.605130246,49.0
8.944900782,32.0
2.458037858,41.0
10.47803685,60.0
6.210242165,36.0
2.857889907,49.0
5.458864351,53.0
7.669388934,34.0
3.980749287,39.0
5.025508909,52.0
0.609574811,44.0
0.777817459,46.0
6.227101654,54.0
10.40772794,30.0
1.864190605,42.0
2.994805191,49.0
0.848528137,46.0
1.924901793,42.0
6.383072025,54.0
6.177880299,36.0
3.952545597,39.0
3.040559159,49.0
0.482902192,44.0
1.851946332,42.0
4.407084125,51.0
6.058619466,36.0
3.158410289,40.0
5.21106954,52.0
0.255762027,45.0
6.673320247,35.0
5.238362481,52.0
3.181980515,40.0
1.039862914,43.0
3.834694467,50.0
0.400249121,44.0
7.332959212,34.0
4.602622321,51.0
1.729886233,42.0
0.310134553,44.0
2.474873734,48.0
1.042682881,46.0
7.318555185,34.0
4.625173864,51.0
0.319338546,44.0
3.793684001,39.0
6.01040764,53.0
0.348114108,45.0
6.621090769,35.0
2.532919813,48.0
1.68457792,42.0
0.96330489,43.0
3.929493398,50.0
1.782705829,47.0
8.004055926,33.0
3.961735253,50.0
1.672211983,42.0
0.254558441,44.0
5.331212969,52.0
1.074434979,46.0
8.013876853,33.0
4.65437375,51.0
2.386485387,41.0
1.658645536,42.0
5.346417126,52.0
3.884827617,50.0
11.53257488,28.0
6.072799415,53.0
1.685545234,42.0
0.967192034,43.0
5.335442076,52.0
1.080522722,46.0
10.11948371,30.0
7.47512883,55.0
1.698593464,42.0
0.281322053,44.0
4.618761315,51.0
0.327502088,44.0
9.42072472,31.0
6.072370605,53.0
0.988506419,43.0
1.678485794,42.0
3.938584771,50.0
1.799271711,47.0
8.720983635,32.0
3.267794445,49.0
0.265165043,44.0
0.437732769,45.0
1.83447514,47.0
1.116832206,46.0
8.000782283,33.0
4.683771523,51.0
0.437120556,45.0
3.771236166,39.0
5.372748846,52.0
2.5218056,48.0
6.612068673,35.0
2.557881922,48.0
1.670234983,42.0
1.65595947,42.0
5.369217593,52.0
3.220603995,49.0
8.726876191,32.0
3.266716452,49.0
0.266614032,44.0
0.264446438,44.0
6.751729266,54.0
1.787565943,47.0
10.8535279,29.0
6.770408236,54.0
3.104640711,40.0
1.677323062,42.0
5.352254405,52.0
5.311397501,52.0
12.27258815,27.0
6.06623186,53.0
0.997337176,43.0
1.691818447,42.0
6.743510994,54.0
2.482615779,48.0
12.97899621,26.0
7.472948644,55.0
1.005101782,43.0
0.406210279,45.0
7.424621202,55.0
3.861890882,50.0
14.42203206,24.0
8.148796078,56.0
3.143234938,40.0
