number-strategies,overcrowding-threshold 
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,40.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,50.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,60.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
12.0,70.0
