[step],attendance 
99.0,46.0
100.0,73.0
101.0,50.0
102.0,57.0
103.0,48.0
104.0,32.0
105.0,34.0
106.0,73.0
107.0,52.0
108.0,61.0
109.0,50.0
110.0,28.0
111.0,30.0
112.0,72.0
113.0,47.0
114.0,65.0
115.0,60.0
116.0,34.0
117.0,27.0
118.0,69.0
119.0,48.0
120.0,67.0
121.0,64.0
122.0,32.0
123.0,26.0
124.0,72.0
125.0,39.0
126.0,66.0
127.0,64.0
128.0,37.0
129.0,32.0
130.0,62.0
131.0,45.0
132.0,70.0
133.0,60.0
134.0,39.0
135.0,34.0
136.0,61.0
137.0,36.0
138.0,67.0
139.0,66.0
140.0,40.0
141.0,39.0
142.0,54.0
143.0,37.0
144.0,66.0
145.0,65.0
146.0,45.0
147.0,39.0
148.0,52.0
149.0,32.0
150.0,68.0
151.0,69.0
152.0,48.0
153.0,41.0
154.0,52.0
155.0,24.0
156.0,63.0
157.0,70.0
158.0,51.0
159.0,43.0
160.0,54.0
161.0,24.0
162.0,53.0
163.0,72.0
164.0,52.0
165.0,52.0
166.0,53.0
167.0,26.0
168.0,46.0
169.0,66.0
170.0,54.0
171.0,56.0
172.0,52.0
173.0,37.0
174.0,35.0
175.0,67.0
176.0,55.0
177.0,57.0
178.0,53.0
179.0,37.0
180.0,27.0
181.0,70.0
182.0,55.0
183.0,62.0
184.0,63.0
185.0,42.0
186.0,23.0
187.0,64.0
188.0,50.0
189.0,64.0
190.0,62.0
191.0,47.0
192.0,33.0
193.0,54.0
194.0,50.0
195.0,63.0
196.0,58.0
197.0,50.0
198.0,36.0
199.0,53.0
200.0,43.0
201.0,56.0
202.0,66.0
203.0,49.0
204.0,39.0
205.0,47.0
206.0,41.0
207.0,53.0
208.0,73.0
209.0,50.0
210.0,42.0
211.0,49.0
212.0,36.0
213.0,46.0
214.0,69.0
215.0,60.0
216.0,41.0
217.0,54.0
218.0,25.0
219.0,43.0
220.0,70.0
221.0,64.0
222.0,44.0
223.0,64.0
224.0,27.0
225.0,36.0
226.0,66.0
227.0,65.0
228.0,50.0
229.0,62.0
230.0,33.0
231.0,31.0
232.0,61.0
233.0,63.0
234.0,51.0
235.0,62.0
236.0,40.0
237.0,27.0
238.0,63.0
239.0,62.0
240.0,58.0
241.0,63.0
242.0,44.0
243.0,27.0
244.0,60.0
245.0,56.0
246.0,56.0
247.0,63.0
248.0,46.0
249.0,30.0
250.0,54.0
251.0,57.0
252.0,55.0
253.0,65.0
254.0,44.0
255.0,32.0
256.0,54.0
257.0,54.0
258.0,51.0
259.0,70.0
260.0,43.0
261.0,34.0
262.0,47.0
263.0,55.0
264.0,49.0
265.0,71.0
266.0,46.0
267.0,35.0
268.0,46.0
269.0,50.0
270.0,46.0
271.0,75.0
272.0,55.0
273.0,40.0
274.0,42.0
275.0,46.0
276.0,41.0
277.0,67.0
278.0,62.0
279.0,45.0
280.0,43.0
281.0,44.0
282.0,38.0
283.0,61.0
284.0,72.0
285.0,45.0
286.0,42.0
287.0,42.0
288.0,32.0
289.0,57.0
290.0,77.0
291.0,49.0
292.0,46.0
293.0,48.0
294.0,30.0
295.0,46.0
296.0,73.0
297.0,63.0
298.0,43.0
299.0,54.0
300.0,20.0
301.0,42.0
302.0,67.0
303.0,62.0
304.0,49.0
305.0,66.0
306.0,31.0
307.0,30.0
308.0,66.0
309.0,60.0
310.0,64.0
311.0,65.0
312.0,38.0
313.0,27.0
314.0,64.0
315.0,47.0
316.0,61.0
317.0,65.0
318.0,47.0
319.0,35.0
320.0,54.0
321.0,48.0
322.0,65.0
323.0,61.0
324.0,49.0
325.0,40.0
326.0,47.0
327.0,37.0
328.0,61.0
329.0,70.0
330.0,48.0
331.0,43.0
332.0,44.0
333.0,31.0
334.0,57.0
335.0,75.0
336.0,51.0
337.0,45.0
338.0,49.0
339.0,28.0
340.0,47.0
341.0,71.0
342.0,63.0
343.0,44.0
344.0,57.0
345.0,24.0
346.0,40.0
347.0,66.0
348.0,62.0
349.0,48.0
350.0,64.0
351.0,28.0
352.0,36.0
353.0,63.0
354.0,60.0
355.0,56.0
356.0,67.0
357.0,32.0
358.0,32.0
359.0,59.0
360.0,50.0
361.0,62.0
362.0,70.0
363.0,39.0
364.0,34.0
365.0,54.0
366.0,47.0
367.0,64.0
368.0,69.0
369.0,43.0
370.0,36.0
371.0,56.0
372.0,36.0
373.0,59.0
374.0,72.0
375.0,49.0
376.0,44.0
377.0,43.0
378.0,37.0
379.0,51.0
380.0,74.0
381.0,50.0
382.0,48.0
383.0,48.0
384.0,35.0
385.0,40.0
386.0,69.0
387.0,57.0
388.0,54.0
389.0,46.0
390.0,35.0
391.0,35.0
392.0,65.0
393.0,59.0
394.0,55.0
395.0,58.0
396.0,41.0
397.0,23.0
398.0,61.0
399.0,59.0
400.0,58.0
401.0,62.0
402.0,45.0
403.0,23.0
404.0,60.0
405.0,56.0
406.0,56.0
407.0,65.0
408.0,45.0
409.0,30.0
410.0,57.0
411.0,54.0
412.0,58.0
413.0,64.0
414.0,45.0
415.0,34.0
416.0,47.0
417.0,54.0
418.0,56.0
419.0,64.0
420.0,47.0
421.0,35.0
422.0,47.0
423.0,54.0
424.0,50.0
425.0,68.0
426.0,53.0
427.0,34.0
428.0,38.0
429.0,55.0
430.0,39.0
431.0,75.0
432.0,55.0
433.0,44.0
434.0,43.0
435.0,52.0
436.0,33.0
437.0,72.0
438.0,64.0
439.0,43.0
440.0,41.0
441.0,40.0
442.0,35.0
443.0,69.0
444.0,66.0
445.0,46.0
446.0,48.0
447.0,47.0
448.0,25.0
449.0,60.0
450.0,68.0
451.0,54.0
452.0,47.0
453.0,44.0
454.0,23.0
455.0,56.0
456.0,71.0
457.0,56.0
458.0,54.0
459.0,52.0
460.0,25.0
461.0,46.0
462.0,67.0
463.0,58.0
464.0,54.0
465.0,60.0
466.0,28.0
467.0,35.0
468.0,66.0
469.0,51.0
470.0,62.0
471.0,64.0
472.0,38.0
473.0,30.0
474.0,64.0
475.0,43.0
476.0,67.0
477.0,66.0
478.0,41.0
479.0,33.0
480.0,60.0
481.0,35.0
482.0,66.0
483.0,69.0
484.0,46.0
485.0,37.0
486.0,54.0
487.0,28.0
488.0,65.0
489.0,71.0
490.0,49.0
491.0,41.0
492.0,57.0
493.0,24.0
494.0,59.0
495.0,67.0
496.0,57.0
497.0,41.0
498.0,54.0
499.0,22.0
500.0,55.0
0.0,45.0
1.0,68.0
2.0,68.0
3.0,80.0
4.0,60.0
5.0,38.0
6.0,57.0
7.0,55.0
8.0,61.0
9.0,74.0
10.0,62.0
11.0,43.0
12.0,55.0
13.0,60.0
14.0,53.0
15.0,74.0
16.0,65.0
17.0,45.0
18.0,50.0
19.0,66.0
20.0,54.0
21.0,70.0
22.0,67.0
23.0,43.0
24.0,44.0
25.0,69.0
26.0,58.0
27.0,64.0
28.0,68.0
29.0,43.0
30.0,46.0
31.0,70.0
32.0,60.0
33.0,62.0
34.0,68.0
35.0,42.0
36.0,44.0
37.0,76.0
38.0,62.0
39.0,60.0
40.0,64.0
41.0,41.0
42.0,49.0
43.0,73.0
44.0,61.0
45.0,61.0
46.0,61.0
47.0,49.0
48.0,49.0
49.0,73.0
50.0,57.0
51.0,63.0
52.0,61.0
53.0,50.0
54.0,44.0
55.0,69.0
56.0,64.0
57.0,58.0
58.0,66.0
59.0,44.0
60.0,44.0
61.0,71.0
62.0,66.0
63.0,54.0
64.0,72.0
65.0,38.0
66.0,45.0
67.0,65.0
68.0,72.0
69.0,56.0
70.0,67.0
71.0,44.0
72.0,47.0
73.0,68.0
74.0,66.0
75.0,50.0
76.0,70.0
77.0,48.0
78.0,44.0
79.0,73.0
80.0,64.0
81.0,55.0
82.0,65.0
83.0,45.0
84.0,44.0
85.0,77.0
86.0,66.0
87.0,54.0
88.0,65.0
89.0,44.0
90.0,44.0
91.0,74.0
92.0,69.0
93.0,51.0
94.0,64.0
95.0,48.0
96.0,43.0
97.0,73.0
98.0,69.0
99.0,48.0
100.0,65.0
101.0,51.0
102.0,43.0
103.0,74.0
104.0,70.0
105.0,48.0
106.0,59.0
107.0,53.0
108.0,47.0
109.0,68.0
110.0,68.0
111.0,51.0
112.0,58.0
113.0,55.0
114.0,48.0
115.0,70.0
116.0,67.0
117.0,51.0
118.0,58.0
119.0,56.0
120.0,52.0
121.0,69.0
122.0,64.0
123.0,47.0
124.0,58.0
125.0,60.0
126.0,55.0
127.0,69.0
128.0,61.0
129.0,51.0
130.0,55.0
131.0,61.0
132.0,56.0
133.0,68.0
134.0,63.0
135.0,50.0
136.0,52.0
137.0,64.0
138.0,58.0
139.0,62.0
140.0,68.0
141.0,46.0
142.0,51.0
143.0,71.0
144.0,57.0
145.0,60.0
146.0,64.0
147.0,48.0
148.0,47.0
149.0,73.0
150.0,64.0
151.0,58.0
152.0,61.0
153.0,51.0
154.0,48.0
155.0,70.0
156.0,62.0
157.0,57.0
158.0,64.0
159.0,51.0
160.0,46.0
161.0,73.0
162.0,63.0
163.0,57.0
164.0,63.0
165.0,49.0
166.0,44.0
167.0,79.0
168.0,63.0
169.0,58.0
170.0,59.0
171.0,50.0
172.0,49.0
173.0,72.0
174.0,60.0
175.0,62.0
176.0,57.0
177.0,53.0
178.0,49.0
179.0,67.0
180.0,60.0
181.0,63.0
182.0,60.0
183.0,51.0
184.0,48.0
185.0,68.0
186.0,61.0
187.0,62.0
188.0,64.0
189.0,49.0
190.0,46.0
191.0,68.0
192.0,60.0
193.0,62.0
194.0,64.0
195.0,49.0
196.0,49.0
197.0,70.0
198.0,59.0
199.0,64.0
200.0,63.0
201.0,49.0
202.0,47.0
203.0,68.0
204.0,61.0
205.0,63.0
206.0,64.0
207.0,46.0
208.0,49.0
209.0,68.0
210.0,58.0
211.0,67.0
212.0,65.0
213.0,44.0
214.0,47.0
215.0,70.0
216.0,58.0
217.0,64.0
218.0,66.0
219.0,47.0
220.0,45.0
221.0,71.0
222.0,61.0
223.0,60.0
224.0,67.0
225.0,45.0
226.0,42.0
227.0,72.0
228.0,65.0
229.0,58.0
230.0,69.0
231.0,41.0
232.0,42.0
233.0,71.0
234.0,67.0
235.0,58.0
236.0,69.0
237.0,40.0
238.0,43.0
239.0,68.0
240.0,71.0
241.0,56.0
242.0,72.0
243.0,39.0
244.0,43.0
245.0,65.0
246.0,69.0
247.0,55.0
248.0,72.0
249.0,42.0
250.0,43.0
251.0,66.0
252.0,68.0
253.0,54.0
254.0,73.0
255.0,44.0
256.0,43.0
257.0,66.0
258.0,69.0
259.0,56.0
260.0,71.0
261.0,45.0
262.0,42.0
263.0,68.0
264.0,69.0
265.0,56.0
266.0,70.0
267.0,47.0
268.0,38.0
269.0,71.0
270.0,69.0
271.0,57.0
272.0,66.0
273.0,44.0
274.0,43.0
275.0,70.0
276.0,68.0
277.0,50.0
278.0,74.0
279.0,41.0
280.0,45.0
281.0,65.0
282.0,73.0
283.0,55.0
284.0,68.0
285.0,43.0
286.0,44.0
287.0,63.0
288.0,68.0
289.0,56.0
290.0,71.0
291.0,44.0
292.0,45.0
293.0,64.0
294.0,69.0
295.0,56.0
296.0,72.0
297.0,44.0
298.0,44.0
299.0,63.0
300.0,69.0
301.0,55.0
302.0,75.0
303.0,44.0
304.0,40.0
305.0,64.0
306.0,70.0
307.0,58.0
308.0,74.0
309.0,42.0
310.0,41.0
311.0,64.0
312.0,69.0
313.0,55.0
314.0,76.0
315.0,44.0
316.0,37.0
317.0,66.0
318.0,71.0
319.0,58.0
320.0,72.0
321.0,43.0
322.0,39.0
323.0,67.0
324.0,67.0
325.0,57.0
326.0,75.0
327.0,45.0
328.0,35.0
329.0,71.0
330.0,66.0
331.0,59.0
332.0,70.0
333.0,46.0
334.0,35.0
335.0,70.0
336.0,64.0
337.0,61.0
338.0,69.0
339.0,45.0
340.0,38.0
341.0,73.0
342.0,59.0
343.0,60.0
344.0,70.0
345.0,47.0
346.0,35.0
347.0,76.0
348.0,62.0
349.0,62.0
350.0,59.0
351.0,51.0
352.0,46.0
353.0,71.0
354.0,58.0
355.0,63.0
356.0,59.0
357.0,50.0
358.0,46.0
359.0,72.0
360.0,60.0
361.0,62.0
362.0,62.0
363.0,48.0
364.0,46.0
365.0,69.0
366.0,61.0
367.0,62.0
368.0,65.0
369.0,47.0
370.0,44.0
371.0,72.0
372.0,63.0
373.0,56.0
374.0,70.0
375.0,41.0
376.0,43.0
377.0,71.0
378.0,68.0
379.0,56.0
380.0,68.0
381.0,39.0
382.0,48.0
383.0,68.0
384.0,70.0
385.0,51.0
386.0,72.0
387.0,37.0
388.0,48.0
389.0,68.0
390.0,67.0
391.0,56.0
392.0,67.0
393.0,42.0
394.0,49.0
395.0,70.0
396.0,65.0
397.0,55.0
398.0,65.0
399.0,45.0
400.0,46.0
401.0,73.0
402.0,69.0
403.0,50.0
404.0,67.0
405.0,44.0
406.0,46.0
407.0,69.0
408.0,68.0
409.0,51.0
410.0,67.0
411.0,44.0
412.0,46.0
413.0,71.0
414.0,67.0
415.0,48.0
416.0,70.0
417.0,46.0
418.0,47.0
419.0,72.0
420.0,64.0
421.0,50.0
422.0,66.0
423.0,49.0
424.0,46.0
425.0,76.0
426.0,67.0
427.0,49.0
428.0,60.0
429.0,54.0
430.0,49.0
431.0,71.0
432.0,67.0
433.0,49.0
434.0,54.0
435.0,60.0
436.0,51.0
437.0,70.0
438.0,62.0
439.0,55.0
440.0,53.0
441.0,60.0
442.0,56.0
443.0,65.0
444.0,64.0
445.0,55.0
446.0,52.0
447.0,62.0
448.0,52.0
449.0,63.0
450.0,69.0
451.0,50.0
452.0,51.0
453.0,67.0
454.0,53.0
455.0,63.0
456.0,66.0
457.0,50.0
458.0,49.0
459.0,70.0
460.0,58.0
461.0,59.0
462.0,66.0
463.0,46.0
464.0,49.0
465.0,72.0
466.0,63.0
467.0,57.0
468.0,64.0
469.0,45.0
470.0,46.0
471.0,76.0
472.0,62.0
473.0,59.0
474.0,62.0
475.0,49.0
476.0,44.0
477.0,75.0
478.0,64.0
479.0,58.0
480.0,63.0
481.0,47.0
482.0,43.0
483.0,77.0
484.0,62.0
485.0,59.0
486.0,62.0
487.0,49.0
488.0,43.0
489.0,74.0
490.0,65.0
491.0,58.0
492.0,63.0
493.0,45.0
494.0,43.0
495.0,74.0
496.0,67.0
497.0,56.0
498.0,66.0
499.0,42.0
500.0,44.0
0.0,40.0
1.0,68.0
2.0,71.0
3.0,70.0
4.0,37.0
5.0,72.0
6.0,53.0
7.0,66.0
8.0,71.0
9.0,71.0
10.0,41.0
11.0,70.0
12.0,55.0
13.0,69.0
14.0,67.0
15.0,72.0
16.0,49.0
17.0,70.0
18.0,55.0
19.0,65.0
20.0,71.0
21.0,73.0
22.0,51.0
23.0,74.0
24.0,54.0
25.0,58.0
26.0,71.0
27.0,75.0
28.0,52.0
29.0,74.0
30.0,60.0
31.0,55.0
32.0,70.0
33.0,77.0
34.0,46.0
35.0,73.0
36.0,59.0
37.0,62.0
38.0,59.0
39.0,78.0
40.0,49.0
41.0,71.0
42.0,58.0
43.0,64.0
44.0,60.0
45.0,77.0
46.0,53.0
47.0,72.0
48.0,59.0
49.0,60.0
50.0,64.0
51.0,78.0
52.0,54.0
53.0,75.0
54.0,56.0
55.0,58.0
56.0,66.0
57.0,76.0
58.0,49.0
59.0,77.0
60.0,55.0
61.0,62.0
62.0,57.0
63.0,79.0
64.0,53.0
65.0,70.0
66.0,65.0
67.0,54.0
68.0,64.0
69.0,76.0
70.0,56.0
71.0,70.0
72.0,64.0
73.0,59.0
74.0,64.0
75.0,78.0
76.0,55.0
77.0,70.0
78.0,63.0
79.0,58.0
80.0,66.0
81.0,76.0
82.0,53.0
83.0,71.0
84.0,64.0
85.0,57.0
86.0,65.0
87.0,77.0
88.0,53.0
89.0,71.0
90.0,64.0
91.0,60.0
92.0,62.0
93.0,79.0
94.0,54.0
95.0,71.0
96.0,62.0
97.0,62.0
98.0,62.0
99.0,79.0
100.0,53.0
101.0,71.0
102.0,59.0
103.0,62.0
104.0,64.0
105.0,78.0
106.0,52.0
107.0,72.0
108.0,58.0
109.0,60.0
110.0,64.0
111.0,80.0
112.0,50.0
113.0,72.0
114.0,57.0
115.0,61.0
116.0,62.0
117.0,81.0
118.0,49.0
119.0,70.0
120.0,58.0
121.0,62.0
122.0,60.0
123.0,79.0
124.0,53.0
125.0,70.0
126.0,62.0
127.0,59.0
128.0,63.0
129.0,77.0
130.0,57.0
131.0,72.0
132.0,61.0
133.0,56.0
134.0,70.0
135.0,74.0
136.0,48.0
137.0,73.0
138.0,62.0
139.0,65.0
140.0,59.0
141.0,75.0
142.0,50.0
143.0,72.0
144.0,60.0
145.0,65.0
146.0,60.0
147.0,75.0
148.0,53.0
149.0,72.0
150.0,59.0
151.0,64.0
152.0,63.0
153.0,73.0
154.0,56.0
155.0,74.0
156.0,59.0
157.0,62.0
158.0,68.0
159.0,72.0
160.0,55.0
161.0,75.0
162.0,60.0
163.0,60.0
164.0,69.0
165.0,73.0
166.0,51.0
167.0,73.0
168.0,60.0
169.0,63.0
170.0,67.0
171.0,73.0
172.0,51.0
173.0,72.0
174.0,61.0
175.0,63.0
176.0,66.0
177.0,74.0
178.0,54.0
179.0,71.0
180.0,62.0
181.0,58.0
182.0,71.0
183.0,73.0
184.0,51.0
185.0,72.0
186.0,62.0
187.0,62.0
188.0,66.0
189.0,76.0
190.0,51.0
191.0,70.0
192.0,59.0
193.0,62.0
194.0,70.0
195.0,73.0
196.0,55.0
197.0,71.0
198.0,63.0
199.0,59.0
200.0,68.0
201.0,74.0
202.0,52.0
203.0,73.0
204.0,62.0
205.0,62.0
206.0,66.0
207.0,75.0
208.0,51.0
209.0,71.0
210.0,60.0
211.0,65.0
212.0,63.0
213.0,76.0
214.0,53.0
215.0,72.0
216.0,58.0
217.0,62.0
218.0,64.0
219.0,78.0
220.0,52.0
221.0,75.0
222.0,54.0
223.0,59.0
224.0,65.0
225.0,79.0
226.0,49.0
227.0,73.0
228.0,56.0
229.0,60.0
230.0,63.0
231.0,78.0
232.0,50.0
233.0,76.0
234.0,53.0
235.0,61.0
236.0,60.0
237.0,79.0
238.0,54.0
239.0,75.0
240.0,53.0
241.0,57.0
242.0,65.0
243.0,77.0
244.0,54.0
245.0,76.0
246.0,57.0
247.0,56.0
248.0,66.0
249.0,76.0
250.0,50.0
251.0,79.0
252.0,55.0
253.0,61.0
254.0,56.0
255.0,81.0
256.0,50.0
257.0,75.0
258.0,56.0
259.0,55.0
260.0,64.0
261.0,79.0
262.0,47.0
263.0,77.0
264.0,57.0
265.0,58.0
266.0,56.0
267.0,82.0
268.0,49.0
269.0,75.0
270.0,57.0
271.0,53.0
272.0,62.0
273.0,80.0
274.0,49.0
275.0,77.0
276.0,56.0
277.0,58.0
278.0,56.0
279.0,81.0
280.0,49.0
281.0,77.0
282.0,54.0
283.0,54.0
284.0,59.0
285.0,82.0
286.0,46.0
287.0,78.0
288.0,51.0
289.0,58.0
290.0,57.0
291.0,81.0
292.0,48.0
293.0,78.0
294.0,54.0
295.0,52.0
296.0,66.0
297.0,82.0
298.0,43.0
299.0,72.0
300.0,58.0
301.0,60.0
302.0,58.0
303.0,80.0
304.0,50.0
305.0,72.0
306.0,58.0
307.0,59.0
308.0,63.0
309.0,79.0
310.0,51.0
311.0,73.0
312.0,57.0
313.0,61.0
314.0,62.0
315.0,78.0
316.0,52.0
317.0,74.0
318.0,54.0
319.0,61.0
320.0,62.0
321.0,76.0
322.0,52.0
323.0,77.0
324.0,54.0
325.0,57.0
326.0,64.0
327.0,77.0
328.0,48.0
329.0,78.0
330.0,54.0
331.0,58.0
332.0,60.0
333.0,81.0
334.0,47.0
335.0,74.0
336.0,54.0
337.0,56.0
338.0,62.0
339.0,81.0
340.0,47.0
341.0,73.0
342.0,53.0
343.0,56.0
344.0,64.0
345.0,79.0
346.0,46.0
347.0,74.0
348.0,55.0
349.0,63.0
350.0,58.0
351.0,76.0
352.0,55.0
353.0,72.0
354.0,59.0
355.0,59.0
356.0,68.0
357.0,75.0
358.0,53.0
359.0,75.0
360.0,61.0
361.0,58.0
362.0,68.0
363.0,76.0
364.0,49.0
365.0,72.0
366.0,59.0
367.0,63.0
368.0,63.0
369.0,77.0
370.0,48.0
371.0,71.0
372.0,57.0
373.0,66.0
374.0,58.0
375.0,76.0
376.0,55.0
377.0,71.0
378.0,59.0
379.0,62.0
380.0,65.0
381.0,74.0
382.0,58.0
383.0,74.0
384.0,58.0
385.0,61.0
386.0,68.0
387.0,72.0
388.0,56.0
389.0,76.0
390.0,58.0
391.0,59.0
392.0,69.0
393.0,74.0
394.0,51.0
395.0,76.0
396.0,59.0
397.0,60.0
398.0,66.0
399.0,77.0
400.0,47.0
401.0,73.0
402.0,56.0
403.0,63.0
404.0,61.0
405.0,78.0
406.0,50.0
407.0,73.0
408.0,56.0
409.0,59.0
410.0,65.0
411.0,80.0
412.0,46.0
413.0,72.0
414.0,54.0
415.0,63.0
416.0,60.0
417.0,78.0
418.0,53.0
419.0,72.0
420.0,57.0
421.0,60.0
422.0,64.0
423.0,77.0
424.0,56.0
425.0,74.0
426.0,56.0
427.0,60.0
428.0,68.0
429.0,76.0
430.0,48.0
431.0,77.0
432.0,57.0
433.0,60.0
434.0,61.0
435.0,78.0
436.0,49.0
437.0,76.0
438.0,51.0
439.0,59.0
440.0,63.0
441.0,78.0
442.0,50.0
443.0,77.0
444.0,52.0
445.0,55.0
446.0,67.0
447.0,78.0
448.0,47.0
449.0,78.0
450.0,57.0
451.0,59.0
452.0,57.0
453.0,82.0
454.0,52.0
455.0,75.0
456.0,57.0
457.0,53.0
458.0,64.0
459.0,77.0
460.0,53.0
461.0,78.0
462.0,56.0
463.0,57.0
464.0,62.0
465.0,76.0
466.0,49.0
467.0,82.0
468.0,52.0
469.0,53.0
470.0,59.0
471.0,82.0
472.0,49.0
473.0,81.0
474.0,48.0
475.0,48.0
476.0,62.0
477.0,84.0
478.0,50.0
479.0,85.0
480.0,46.0
481.0,42.0
482.0,60.0
483.0,85.0
484.0,54.0
485.0,86.0
486.0,45.0
487.0,41.0
488.0,63.0
489.0,80.0
490.0,49.0
491.0,86.0
492.0,47.0
493.0,44.0
494.0,54.0
495.0,86.0
496.0,52.0
497.0,84.0
498.0,48.0
499.0,43.0
500.0,59.0
0.0,28.0
1.0,54.0
2.0,54.0
3.0,59.0
4.0,54.0
5.0,44.0
6.0,45.0
7.0,41.0
8.0,58.0
9.0,48.0
10.0,40.0
11.0,36.0
12.0,44.0
13.0,42.0
14.0,52.0
15.0,41.0
16.0,47.0
17.0,41.0
18.0,40.0
19.0,43.0
20.0,53.0
21.0,42.0
22.0,39.0
23.0,39.0
24.0,36.0
25.0,57.0
26.0,46.0
27.0,36.0
28.0,43.0
29.0,42.0
30.0,36.0
31.0,58.0
32.0,45.0
33.0,39.0
34.0,38.0
35.0,38.0
36.0,46.0
37.0,48.0
38.0,40.0
39.0,40.0
40.0,40.0
41.0,37.0
42.0,55.0
43.0,46.0
44.0,38.0
45.0,39.0
46.0,41.0
47.0,41.0
48.0,48.0
49.0,42.0
50.0,40.0
51.0,43.0
52.0,43.0
53.0,42.0
54.0,53.0
55.0,36.0
56.0,36.0
57.0,45.0
58.0,41.0
59.0,47.0
60.0,48.0
61.0,36.0
62.0,42.0
63.0,49.0
64.0,38.0
65.0,48.0
66.0,43.0
67.0,36.0
68.0,42.0
69.0,45.0
70.0,40.0
71.0,50.0
72.0,39.0
73.0,37.0
74.0,51.0
75.0,45.0
76.0,35.0
77.0,51.0
78.0,46.0
79.0,38.0
80.0,40.0
81.0,49.0
82.0,40.0
83.0,44.0
84.0,45.0
85.0,41.0
86.0,46.0
87.0,42.0
88.0,36.0
89.0,55.0
90.0,40.0
91.0,38.0
92.0,49.0
93.0,45.0
94.0,38.0
95.0,43.0
96.0,45.0
97.0,40.0
98.0,42.0
99.0,41.0
100.0,47.0
101.0,44.0
102.0,47.0
103.0,40.0
104.0,46.0
105.0,36.0
106.0,45.0
107.0,42.0
108.0,44.0
109.0,44.0
110.0,44.0
111.0,39.0
112.0,44.0
113.0,49.0
114.0,41.0
115.0,42.0
116.0,40.0
117.0,37.0
118.0,48.0
119.0,49.0
120.0,40.0
121.0,43.0
122.0,34.0
123.0,37.0
124.0,54.0
125.0,48.0
126.0,43.0
127.0,39.0
128.0,40.0
129.0,40.0
130.0,47.0
131.0,47.0
132.0,42.0
133.0,37.0
134.0,38.0
135.0,44.0
136.0,52.0
137.0,41.0
138.0,40.0
139.0,38.0
140.0,43.0
141.0,48.0
142.0,45.0
143.0,48.0
144.0,39.0
145.0,33.0
146.0,42.0
147.0,50.0
148.0,44.0
149.0,43.0
150.0,38.0
151.0,38.0
152.0,51.0
153.0,45.0
154.0,41.0
155.0,47.0
156.0,35.0
157.0,36.0
158.0,54.0
159.0,46.0
160.0,38.0
161.0,43.0
162.0,38.0
163.0,42.0
164.0,50.0
165.0,40.0
166.0,45.0
167.0,42.0
168.0,37.0
169.0,50.0
170.0,47.0
171.0,35.0
172.0,46.0
173.0,40.0
174.0,35.0
175.0,51.0
176.0,44.0
177.0,41.0
178.0,42.0
179.0,42.0
180.0,46.0
181.0,48.0
182.0,34.0
183.0,43.0
184.0,41.0
185.0,41.0
186.0,44.0
187.0,49.0
188.0,40.0
189.0,44.0
190.0,39.0
191.0,41.0
192.0,54.0
193.0,38.0
194.0,40.0
195.0,42.0
196.0,46.0
197.0,40.0
198.0,47.0
199.0,43.0
200.0,42.0
201.0,39.0
202.0,45.0
203.0,46.0
204.0,43.0
205.0,41.0
206.0,38.0
207.0,45.0
208.0,45.0
209.0,41.0
210.0,45.0
211.0,41.0
212.0,41.0
213.0,47.0
214.0,45.0
215.0,41.0
216.0,42.0
217.0,37.0
218.0,45.0
219.0,50.0
220.0,41.0
221.0,42.0
222.0,38.0
223.0,40.0
224.0,45.0
225.0,49.0
226.0,43.0
227.0,41.0
228.0,39.0
229.0,43.0
230.0,46.0
231.0,44.0
232.0,41.0
233.0,38.0
234.0,43.0
235.0,42.0
236.0,48.0
237.0,44.0
238.0,40.0
239.0,42.0
240.0,43.0
241.0,41.0
242.0,49.0
243.0,36.0
244.0,41.0
245.0,45.0
246.0,46.0
247.0,46.0
248.0,45.0
249.0,32.0
250.0,39.0
251.0,48.0
252.0,42.0
253.0,47.0
254.0,42.0
255.0,36.0
256.0,44.0
257.0,44.0
258.0,39.0
259.0,52.0
260.0,39.0
261.0,38.0
262.0,50.0
263.0,48.0
264.0,38.0
265.0,45.0
266.0,42.0
267.0,39.0
268.0,44.0
269.0,43.0
270.0,40.0
271.0,48.0
272.0,40.0
273.0,44.0
274.0,49.0
275.0,39.0
276.0,39.0
277.0,50.0
278.0,37.0
279.0,47.0
280.0,44.0
281.0,38.0
282.0,44.0
283.0,51.0
284.0,36.0
285.0,44.0
286.0,42.0
287.0,35.0
288.0,50.0
289.0,44.0
290.0,41.0
291.0,43.0
292.0,40.0
293.0,39.0
294.0,51.0
295.0,44.0
296.0,39.0
297.0,40.0
298.0,44.0
299.0,46.0
300.0,44.0
301.0,44.0
302.0,40.0
303.0,41.0
304.0,37.0
305.0,46.0
306.0,43.0
307.0,43.0
308.0,45.0
309.0,40.0
310.0,43.0
311.0,49.0
312.0,40.0
313.0,43.0
314.0,37.0
315.0,38.0
316.0,52.0
317.0,46.0
318.0,41.0
319.0,43.0
320.0,35.0
321.0,43.0
322.0,51.0
323.0,41.0
324.0,40.0
325.0,43.0
326.0,37.0
327.0,49.0
328.0,53.0
329.0,36.0
330.0,42.0
331.0,38.0
332.0,34.0
333.0,51.0
334.0,44.0
335.0,41.0
336.0,43.0
337.0,43.0
338.0,43.0
339.0,49.0
340.0,37.0
341.0,39.0
342.0,42.0
343.0,41.0
344.0,47.0
