attendance,[step] 
55.0,458.0
62.0,459.0
56.0,460.0
56.0,461.0
59.0,462.0
57.0,463.0
61.0,464.0
63.0,465.0
59.0,466.0
62.0,467.0
63.0,468.0
62.0,469.0
59.0,470.0
60.0,471.0
64.0,472.0
58.0,473.0
58.0,474.0
58.0,475.0
58.0,476.0
57.0,477.0
56.0,478.0
57.0,479.0
63.0,480.0
57.0,481.0
58.0,482.0
61.0,483.0
63.0,484.0
61.0,485.0
58.0,486.0
62.0,487.0
62.0,488.0
64.0,489.0
56.0,490.0
56.0,491.0
59.0,492.0
58.0,493.0
58.0,494.0
60.0,495.0
53.0,496.0
60.0,497.0
58.0,498.0
57.0,499.0
64.0,500.0
14.0,0.0
80.0,1.0
79.0,2.0
71.0,3.0
54.0,4.0
83.0,5.0
64.0,6.0
58.0,7.0
57.0,8.0
67.0,9.0
57.0,10.0
53.0,11.0
63.0,12.0
45.0,13.0
51.0,14.0
61.0,15.0
54.0,16.0
63.0,17.0
60.0,18.0
71.0,19.0
60.0,20.0
71.0,21.0
65.0,22.0
69.0,23.0
59.0,24.0
70.0,25.0
67.0,26.0
67.0,27.0
62.0,28.0
64.0,29.0
51.0,30.0
57.0,31.0
55.0,32.0
63.0,33.0
63.0,34.0
67.0,35.0
61.0,36.0
76.0,37.0
65.0,38.0
63.0,39.0
63.0,40.0
65.0,41.0
70.0,42.0
74.0,43.0
70.0,44.0
68.0,45.0
59.0,46.0
61.0,47.0
59.0,48.0
55.0,49.0
58.0,50.0
61.0,51.0
64.0,52.0
73.0,53.0
67.0,54.0
69.0,55.0
62.0,56.0
65.0,57.0
69.0,58.0
69.0,59.0
70.0,60.0
75.0,61.0
65.0,62.0
71.0,63.0
62.0,64.0
59.0,65.0
61.0,66.0
60.0,67.0
56.0,68.0
63.0,69.0
64.0,70.0
74.0,71.0
59.0,72.0
64.0,73.0
65.0,74.0
66.0,75.0
69.0,76.0
74.0,77.0
64.0,78.0
72.0,79.0
69.0,80.0
71.0,81.0
60.0,82.0
64.0,83.0
55.0,84.0
59.0,85.0
60.0,86.0
75.0,87.0
61.0,88.0
67.0,89.0
65.0,90.0
61.0,91.0
61.0,92.0
68.0,93.0
67.0,94.0
71.0,95.0
73.0,96.0
71.0,97.0
67.0,98.0
66.0,99.0
62.0,100.0
62.0,101.0
60.0,102.0
64.0,103.0
64.0,104.0
66.0,105.0
67.0,106.0
67.0,107.0
64.0,108.0
65.0,109.0
62.0,110.0
66.0,111.0
70.0,112.0
70.0,113.0
71.0,114.0
75.0,115.0
66.0,116.0
69.0,117.0
59.0,118.0
66.0,119.0
61.0,120.0
66.0,121.0
63.0,122.0
72.0,123.0
64.0,124.0
64.0,125.0
61.0,126.0
70.0,127.0
58.0,128.0
64.0,129.0
64.0,130.0
72.0,131.0
71.0,132.0
70.0,133.0
69.0,134.0
70.0,135.0
64.0,136.0
64.0,137.0
64.0,138.0
68.0,139.0
64.0,140.0
65.0,141.0
68.0,142.0
67.0,143.0
62.0,144.0
61.0,145.0
58.0,146.0
65.0,147.0
65.0,148.0
72.0,149.0
70.0,150.0
74.0,151.0
70.0,152.0
68.0,153.0
65.0,154.0
69.0,155.0
59.0,156.0
68.0,157.0
68.0,158.0
71.0,159.0
59.0,160.0
71.0,161.0
55.0,162.0
58.0,163.0
50.0,164.0
66.0,165.0
61.0,166.0
68.0,167.0
66.0,168.0
77.0,169.0
66.0,170.0
66.0,171.0
66.0,172.0
69.0,173.0
64.0,174.0
70.0,175.0
69.0,176.0
70.0,177.0
56.0,178.0
65.0,179.0
57.0,180.0
58.0,181.0
53.0,182.0
61.0,183.0
66.0,184.0
70.0,185.0
67.0,186.0
68.0,187.0
65.0,188.0
67.0,189.0
67.0,190.0
70.0,191.0
68.0,192.0
72.0,193.0
67.0,194.0
68.0,195.0
66.0,196.0
61.0,197.0
56.0,198.0
58.0,199.0
59.0,200.0
72.0,201.0
62.0,202.0
72.0,203.0
62.0,204.0
67.0,205.0
59.0,206.0
66.0,207.0
66.0,208.0
73.0,209.0
62.0,210.0
79.0,211.0
62.0,212.0
69.0,213.0
60.0,214.0
62.0,215.0
53.0,216.0
62.0,217.0
57.0,218.0
73.0,219.0
60.0,220.0
72.0,221.0
64.0,222.0
59.0,223.0
66.0,224.0
69.0,225.0
66.0,226.0
74.0,227.0
70.0,228.0
71.0,229.0
67.0,230.0
60.0,231.0
57.0,232.0
57.0,233.0
59.0,234.0
63.0,235.0
67.0,236.0
72.0,237.0
61.0,238.0
64.0,239.0
68.0,240.0
63.0,241.0
60.0,242.0
73.0,243.0
66.0,244.0
72.0,245.0
73.0,246.0
71.0,247.0
61.0,248.0
62.0,249.0
55.0,250.0
62.0,251.0
57.0,252.0
68.0,253.0
65.0,254.0
70.0,255.0
58.0,256.0
68.0,257.0
58.0,258.0
63.0,259.0
60.0,260.0
72.0,261.0
68.0,262.0
76.0,263.0
69.0,264.0
71.0,265.0
64.0,266.0
61.0,267.0
61.0,268.0
66.0,269.0
63.0,270.0
61.0,271.0
68.0,272.0
70.0,273.0
58.0,274.0
64.0,275.0
61.0,276.0
60.0,277.0
66.0,278.0
69.0,279.0
75.0,280.0
68.0,281.0
73.0,282.0
70.0,283.0
63.0,284.0
62.0,285.0
64.0,286.0
56.0,287.0
67.0,288.0
69.0,289.0
68.0,290.0
55.0,291.0
71.0,292.0
57.0,293.0
57.0,294.0
58.0,295.0
69.0,296.0
68.0,297.0
67.0,298.0
75.0,299.0
75.0,300.0
60.0,301.0
61.0,302.0
62.0,303.0
64.0,304.0
63.0,305.0
68.0,306.0
63.0,307.0
72.0,308.0
64.0,309.0
61.0,310.0
58.0,311.0
62.0,312.0
56.0,313.0
71.0,314.0
65.0,315.0
78.0,316.0
64.0,317.0
69.0,318.0
65.0,319.0
68.0,320.0
64.0,321.0
70.0,322.0
59.0,323.0
70.0,324.0
63.0,325.0
70.0,326.0
60.0,327.0
56.0,328.0
55.0,329.0
62.0,330.0
61.0,331.0
73.0,332.0
65.0,333.0
72.0,334.0
74.0,335.0
60.0,336.0
69.0,337.0
72.0,338.0
59.0,339.0
64.0,340.0
64.0,341.0
68.0,342.0
62.0,343.0
66.0,344.0
61.0,345.0
52.0,346.0
55.0,347.0
62.0,348.0
68.0,349.0
68.0,350.0
70.0,351.0
72.0,352.0
68.0,353.0
71.0,354.0
63.0,355.0
66.0,356.0
64.0,357.0
71.0,358.0
61.0,359.0
69.0,360.0
64.0,361.0
65.0,362.0
58.0,363.0
60.0,364.0
51.0,365.0
61.0,366.0
64.0,367.0
76.0,368.0
64.0,369.0
76.0,370.0
71.0,371.0
64.0,372.0
65.0,373.0
67.0,374.0
67.0,375.0
70.0,376.0
65.0,377.0
73.0,378.0
59.0,379.0
62.0,380.0
61.0,381.0
55.0,382.0
55.0,383.0
65.0,384.0
62.0,385.0
76.0,386.0
63.0,387.0
66.0,388.0
65.0,389.0
71.0,390.0
64.0,391.0
72.0,392.0
66.0,393.0
76.0,394.0
62.0,395.0
73.0,396.0
57.0,397.0
58.0,398.0
49.0,399.0
58.0,400.0
53.0,401.0
69.0,402.0
60.0,403.0
73.0,404.0
65.0,405.0
66.0,406.0
68.0,407.0
65.0,408.0
70.0,409.0
75.0,410.0
66.0,411.0
77.0,412.0
67.0,413.0
62.0,414.0
52.0,415.0
53.0,416.0
54.0,417.0
59.0,418.0
61.0,419.0
73.0,420.0
61.0,421.0
66.0,422.0
63.0,423.0
65.0,424.0
68.0,425.0
68.0,426.0
70.0,427.0
77.0,428.0
71.0,429.0
70.0,430.0
63.0,431.0
57.0,432.0
55.0,433.0
62.0,434.0
58.0,435.0
65.0,436.0
61.0,437.0
71.0,438.0
61.0,439.0
68.0,440.0
62.0,441.0
61.0,442.0
67.0,443.0
72.0,444.0
73.0,445.0
75.0,446.0
69.0,447.0
68.0,448.0
64.0,449.0
58.0,450.0
61.0,451.0
57.0,452.0
62.0,453.0
63.0,454.0
64.0,455.0
70.0,456.0
64.0,457.0
61.0,458.0
62.0,459.0
65.0,460.0
72.0,461.0
71.0,462.0
69.0,463.0
75.0,464.0
72.0,465.0
67.0,466.0
65.0,467.0
53.0,468.0
60.0,469.0
58.0,470.0
64.0,471.0
65.0,472.0
67.0,473.0
65.0,474.0
61.0,475.0
65.0,476.0
65.0,477.0
59.0,478.0
69.0,479.0
67.0,480.0
76.0,481.0
75.0,482.0
67.0,483.0
66.0,484.0
67.0,485.0
59.0,486.0
65.0,487.0
60.0,488.0
65.0,489.0
60.0,490.0
69.0,491.0
65.0,492.0
63.0,493.0
58.0,494.0
69.0,495.0
60.0,496.0
70.0,497.0
68.0,498.0
74.0,499.0
73.0,500.0
32.0,0.0
65.0,1.0
56.0,2.0
47.0,3.0
43.0,4.0
36.0,5.0
45.0,6.0
62.0,7.0
50.0,8.0
48.0,9.0
59.0,10.0
44.0,11.0
56.0,12.0
56.0,13.0
48.0,14.0
36.0,15.0
46.0,16.0
34.0,17.0
41.0,18.0
35.0,19.0
42.0,20.0
38.0,21.0
51.0,22.0
49.0,23.0
43.0,24.0
52.0,25.0
42.0,26.0
44.0,27.0
44.0,28.0
48.0,29.0
44.0,30.0
48.0,31.0
44.0,32.0
49.0,33.0
49.0,34.0
52.0,35.0
48.0,36.0
53.0,37.0
35.0,38.0
40.0,39.0
36.0,40.0
41.0,41.0
42.0,42.0
42.0,43.0
51.0,44.0
38.0,45.0
40.0,46.0
38.0,47.0
46.0,48.0
42.0,49.0
45.0,50.0
41.0,51.0
43.0,52.0
32.0,53.0
38.0,54.0
48.0,55.0
53.0,56.0
50.0,57.0
53.0,58.0
41.0,59.0
42.0,60.0
41.0,61.0
44.0,62.0
49.0,63.0
49.0,64.0
43.0,65.0
43.0,66.0
37.0,67.0
38.0,68.0
44.0,69.0
49.0,70.0
47.0,71.0
35.0,72.0
45.0,73.0
35.0,74.0
39.0,75.0
34.0,76.0
45.0,77.0
52.0,78.0
47.0,79.0
42.0,80.0
45.0,81.0
47.0,82.0
40.0,83.0
49.0,84.0
43.0,85.0
50.0,86.0
42.0,87.0
40.0,88.0
35.0,89.0
49.0,90.0
44.0,91.0
55.0,92.0
37.0,93.0
47.0,94.0
37.0,95.0
35.0,96.0
36.0,97.0
46.0,98.0
50.0,99.0
49.0,100.0
34.0,101.0
40.0,102.0
44.0,103.0
36.0,104.0
47.0,105.0
44.0,106.0
57.0,107.0
40.0,108.0
42.0,109.0
35.0,110.0
56.0,111.0
39.0,112.0
51.0,113.0
44.0,114.0
46.0,115.0
42.0,116.0
37.0,117.0
37.0,118.0
45.0,119.0
50.0,120.0
42.0,121.0
41.0,122.0
40.0,123.0
41.0,124.0
36.0,125.0
44.0,126.0
37.0,127.0
53.0,128.0
44.0,129.0
44.0,130.0
39.0,131.0
43.0,132.0
44.0,133.0
49.0,134.0
46.0,135.0
48.0,136.0
42.0,137.0
33.0,138.0
41.0,139.0
42.0,140.0
51.0,141.0
44.0,142.0
47.0,143.0
41.0,144.0
41.0,145.0
33.0,146.0
41.0,147.0
43.0,148.0
50.0,149.0
46.0,150.0
43.0,151.0
34.0,152.0
41.0,153.0
41.0,154.0
45.0,155.0
50.0,156.0
45.0,157.0
45.0,158.0
37.0,159.0
41.0,160.0
46.0,161.0
52.0,162.0
36.0,163.0
55.0,164.0
41.0,165.0
42.0,166.0
35.0,167.0
44.0,168.0
41.0,169.0
49.0,170.0
38.0,171.0
44.0,172.0
41.0,173.0
35.0,174.0
40.0,175.0
44.0,176.0
53.0,177.0
45.0,178.0
40.0,179.0
44.0,180.0
48.0,181.0
38.0,182.0
47.0,183.0
46.0,184.0
53.0,185.0
44.0,186.0
41.0,187.0
37.0,188.0
46.0,189.0
39.0,190.0
47.0,191.0
45.0,192.0
46.0,193.0
40.0,194.0
33.0,195.0
39.0,196.0
37.0,197.0
51.0,198.0
42.0,199.0
47.0,200.0
37.0,201.0
47.0,202.0
36.0,203.0
46.0,204.0
41.0,205.0
56.0,206.0
46.0,207.0
45.0,208.0
38.0,209.0
37.0,210.0
48.0,211.0
42.0,212.0
50.0,213.0
51.0,214.0
46.0,215.0
36.0,216.0
35.0,217.0
35.0,218.0
52.0,219.0
47.0,220.0
44.0,221.0
43.0,222.0
41.0,223.0
35.0,224.0
40.0,225.0
40.0,226.0
50.0,227.0
52.0,228.0
44.0,229.0
46.0,230.0
38.0,231.0
42.0,232.0
40.0,233.0
46.0,234.0
50.0,235.0
47.0,236.0
41.0,237.0
37.0,238.0
37.0,239.0
48.0,240.0
48.0,241.0
41.0,242.0
48.0,243.0
36.0,244.0
38.0,245.0
37.0,246.0
50.0,247.0
42.0,248.0
44.0,249.0
41.0,250.0
50.0,251.0
46.0,252.0
33.0,253.0
42.0,254.0
48.0,255.0
48.0,256.0
45.0,257.0
41.0,258.0
43.0,259.0
38.0,260.0
35.0,261.0
42.0,262.0
48.0,263.0
45.0,264.0
46.0,265.0
42.0,266.0
45.0,267.0
36.0,268.0
45.0,269.0
42.0,270.0
49.0,271.0
39.0,272.0
42.0,273.0
38.0,274.0
46.0,275.0
42.0,276.0
51.0,277.0
49.0,278.0
50.0,279.0
43.0,280.0
34.0,281.0
41.0,282.0
39.0,283.0
46.0,284.0
46.0,285.0
45.0,286.0
40.0,287.0
43.0,288.0
37.0,289.0
43.0,290.0
40.0,291.0
52.0,292.0
39.0,293.0
44.0,294.0
35.0,295.0
42.0,296.0
41.0,297.0
47.0,298.0
54.0,299.0
52.0,300.0
47.0,301.0
37.0,302.0
39.0,303.0
37.0,304.0
53.0,305.0
44.0,306.0
47.0,307.0
42.0,308.0
39.0,309.0
32.0,310.0
45.0,311.0
41.0,312.0
56.0,313.0
37.0,314.0
41.0,315.0
42.0,316.0
37.0,317.0
36.0,318.0
44.0,319.0
51.0,320.0
49.0,321.0
48.0,322.0
41.0,323.0
48.0,324.0
41.0,325.0
42.0,326.0
47.0,327.0
48.0,328.0
43.0,329.0
35.0,330.0
40.0,331.0
41.0,332.0
46.0,333.0
47.0,334.0
47.0,335.0
43.0,336.0
43.0,337.0
36.0,338.0
39.0,339.0
36.0,340.0
50.0,341.0
42.0,342.0
44.0,343.0
36.0,344.0
47.0,345.0
48.0,346.0
38.0,347.0
44.0,348.0
47.0,349.0
53.0,350.0
44.0,351.0
38.0,352.0
34.0,353.0
52.0,354.0
42.0,355.0
51.0,356.0
42.0,357.0
50.0,358.0
35.0,359.0
39.0,360.0
40.0,361.0
45.0,362.0
45.0,363.0
47.0,364.0
39.0,365.0
40.0,366.0
40.0,367.0
39.0,368.0
47.0,369.0
42.0,370.0
50.0,371.0
42.0,372.0
49.0,373.0
31.0,374.0
42.0,375.0
45.0,376.0
55.0,377.0
47.0,378.0
48.0,379.0
38.0,380.0
42.0,381.0
38.0,382.0
42.0,383.0
49.0,384.0
49.0,385.0
40.0,386.0
34.0,387.0
47.0,388.0
39.0,389.0
46.0,390.0
35.0,391.0
50.0,392.0
46.0,393.0
41.0,394.0
38.0,395.0
43.0,396.0
40.0,397.0
48.0,398.0
46.0,399.0
52.0,400.0
43.0,401.0
37.0,402.0
34.0,403.0
44.0,404.0
49.0,405.0
49.0,406.0
50.0,407.0
47.0,408.0
40.0,409.0
28.0,410.0
45.0,411.0
37.0,412.0
54.0,413.0
44.0,414.0
37.0,415.0
42.0,416.0
42.0,417.0
42.0,418.0
47.0,419.0
41.0,420.0
54.0,421.0
47.0,422.0
34.0,423.0
36.0,424.0
43.0,425.0
49.0,426.0
45.0,427.0
47.0,428.0
46.0,429.0
50.0,430.0
33.0,431.0
41.0,432.0
40.0,433.0
49.0,434.0
44.0,435.0
44.0,436.0
47.0,437.0
41.0,438.0
41.0,439.0
41.0,440.0
47.0,441.0
45.0,442.0
44.0,443.0
43.0,444.0
42.0,445.0
39.0,446.0
44.0,447.0
38.0,448.0
46.0,449.0
46.0,450.0
49.0,451.0
39.0,452.0
40.0,453.0
40.0,454.0
50.0,455.0
44.0,456.0
48.0,457.0
44.0,458.0
39.0,459.0
36.0,460.0
42.0,461.0
49.0,462.0
47.0,463.0
43.0,464.0
41.0,465.0
43.0,466.0
41.0,467.0
42.0,468.0
38.0,469.0
50.0,470.0
41.0,471.0
48.0,472.0
34.0,473.0
44.0,474.0
41.0,475.0
52.0,476.0
36.0,477.0
44.0,478.0
47.0,479.0
44.0,480.0
39.0,481.0
38.0,482.0
44.0,483.0
49.0,484.0
48.0,485.0
46.0,486.0
49.0,487.0
33.0,488.0
39.0,489.0
39.0,490.0
58.0,491.0
43.0,492.0
47.0,493.0
32.0,494.0
44.0,495.0
37.0,496.0
51.0,497.0
41.0,498.0
50.0,499.0
44.0,500.0
60.0,0.0
60.0,1.0
53.0,2.0
49.0,3.0
59.0,4.0
49.0,5.0
49.0,6.0
59.0,7.0
49.0,8.0
50.0,9.0
54.0,10.0
57.0,11.0
46.0,12.0
41.0,13.0
44.0,14.0
41.0,15.0
40.0,16.0
51.0,17.0
46.0,18.0
46.0,19.0
51.0,20.0
55.0,21.0
58.0,22.0
53.0,23.0
47.0,24.0
58.0,25.0
51.0,26.0
52.0,27.0
54.0,28.0
55.0,29.0
59.0,30.0
51.0,31.0
48.0,32.0
56.0,33.0
49.0,34.0
45.0,35.0
46.0,36.0
44.0,37.0
47.0,38.0
49.0,39.0
44.0,40.0
48.0,41.0
47.0,42.0
44.0,43.0
47.0,44.0
51.0,45.0
54.0,46.0
55.0,47.0
50.0,48.0
49.0,49.0
54.0,50.0
55.0,51.0
54.0,52.0
53.0,53.0
54.0,54.0
54.0,55.0
46.0,56.0
47.0,57.0
54.0,58.0
43.0,59.0
50.0,60.0
50.0,61.0
45.0,62.0
54.0,63.0
41.0,64.0
40.0,65.0
54.0,66.0
41.0,67.0
54.0,68.0
53.0,69.0
43.0,70.0
57.0,71.0
52.0,72.0
50.0,73.0
49.0,74.0
52.0,75.0
55.0,76.0
57.0,77.0
50.0,78.0
56.0,79.0
57.0,80.0
49.0,81.0
46.0,82.0
51.0,83.0
49.0,84.0
49.0,85.0
43.0,86.0
51.0,87.0
52.0,88.0
42.0,89.0
45.0,90.0
48.0,91.0
49.0,92.0
51.0,93.0
46.0,94.0
58.0,95.0
58.0,96.0
45.0,97.0
55.0,98.0
47.0,99.0
51.0,100.0
61.0,101.0
51.0,102.0
52.0,103.0
59.0,104.0
52.0,105.0
52.0,106.0
49.0,107.0
38.0,108.0
51.0,109.0
43.0,110.0
42.0,111.0
53.0,112.0
52.0,113.0
47.0,114.0
49.0,115.0
42.0,116.0
48.0,117.0
48.0,118.0
55.0,119.0
49.0,120.0
53.0,121.0
57.0,122.0
53.0,123.0
47.0,124.0
54.0,125.0
52.0,126.0
61.0,127.0
52.0,128.0
44.0,129.0
60.0,130.0
53.0,131.0
39.0,132.0
50.0,133.0
45.0,134.0
46.0,135.0
52.0,136.0
42.0,137.0
51.0,138.0
49.0,139.0
43.0,140.0
46.0,141.0
50.0,142.0
45.0,143.0
51.0,144.0
52.0,145.0
52.0,146.0
55.0,147.0
54.0,148.0
55.0,149.0
55.0,150.0
54.0,151.0
56.0,152.0
46.0,153.0
48.0,154.0
51.0,155.0
49.0,156.0
47.0,157.0
44.0,158.0
52.0,159.0
51.0,160.0
48.0,161.0
49.0,162.0
50.0,163.0
45.0,164.0
48.0,165.0
43.0,166.0
50.0,167.0
54.0,168.0
48.0,169.0
56.0,170.0
52.0,171.0
48.0,172.0
53.0,173.0
53.0,174.0
49.0,175.0
53.0,176.0
55.0,177.0
50.0,178.0
51.0,179.0
48.0,180.0
50.0,181.0
48.0,182.0
49.0,183.0
49.0,184.0
54.0,185.0
54.0,186.0
46.0,187.0
54.0,188.0
51.0,189.0
42.0,190.0
52.0,191.0
46.0,192.0
48.0,193.0
53.0,194.0
46.0,195.0
53.0,196.0
54.0,197.0
47.0,198.0
53.0,199.0
49.0,200.0
52.0,201.0
52.0,202.0
46.0,203.0
45.0,204.0
51.0,205.0
44.0,206.0
52.0,207.0
53.0,208.0
54.0,209.0
55.0,210.0
52.0,211.0
50.0,212.0
49.0,213.0
49.0,214.0
56.0,215.0
51.0,216.0
50.0,217.0
55.0,218.0
49.0,219.0
48.0,220.0
42.0,221.0
47.0,222.0
51.0,223.0
45.0,224.0
54.0,225.0
50.0,226.0
50.0,227.0
54.0,228.0
44.0,229.0
44.0,230.0
53.0,231.0
46.0,232.0
53.0,233.0
54.0,234.0
50.0,235.0
55.0,236.0
49.0,237.0
44.0,238.0
53.0,239.0
56.0,240.0
49.0,241.0
55.0,242.0
51.0,243.0
45.0,244.0
53.0,245.0
45.0,246.0
44.0,247.0
52.0,248.0
53.0,249.0
53.0,250.0
49.0,251.0
51.0,252.0
53.0,253.0
41.0,254.0
44.0,255.0
46.0,256.0
53.0,257.0
54.0,258.0
44.0,259.0
57.0,260.0
59.0,261.0
49.0,262.0
54.0,263.0
55.0,264.0
50.0,265.0
57.0,266.0
49.0,267.0
47.0,268.0
57.0,269.0
49.0,270.0
45.0,271.0
48.0,272.0
48.0,273.0
51.0,274.0
49.0,275.0
46.0,276.0
50.0,277.0
45.0,278.0
52.0,279.0
45.0,280.0
50.0,281.0
57.0,282.0
47.0,283.0
54.0,284.0
53.0,285.0
51.0,286.0
54.0,287.0
42.0,288.0
46.0,289.0
52.0,290.0
50.0,291.0
51.0,292.0
54.0,293.0
51.0,294.0
54.0,295.0
50.0,296.0
43.0,297.0
49.0,298.0
53.0,299.0
47.0,300.0
51.0,301.0
49.0,302.0
50.0,303.0
51.0,304.0
42.0,305.0
48.0,306.0
53.0,307.0
51.0,308.0
53.0,309.0
52.0,310.0
57.0,311.0
55.0,312.0
52.0,313.0
50.0,314.0
53.0,315.0
50.0,316.0
51.0,317.0
47.0,318.0
53.0,319.0
55.0,320.0
47.0,321.0
53.0,322.0
46.0,323.0
45.0,324.0
49.0,325.0
42.0,326.0
46.0,327.0
51.0,328.0
46.0,329.0
49.0,330.0
51.0,331.0
51.0,332.0
59.0,333.0
49.0,334.0
52.0,335.0
53.0,336.0
49.0,337.0
50.0,338.0
53.0,339.0
43.0,340.0
54.0,341.0
52.0,342.0
54.0,343.0
55.0,344.0
49.0,345.0
56.0,346.0
48.0,347.0
41.0,348.0
49.0,349.0
43.0,350.0
48.0,351.0
46.0,352.0
47.0,353.0
58.0,354.0
53.0,355.0
48.0,356.0
53.0,357.0
43.0,358.0
50.0,359.0
56.0,360.0
52.0,361.0
53.0,362.0
54.0,363.0
46.0,364.0
55.0,365.0
49.0,366.0
46.0,367.0
57.0,368.0
57.0,369.0
47.0,370.0
52.0,371.0
51.0,372.0
45.0,373.0
44.0,374.0
45.0,375.0
47.0,376.0
49.0,377.0
50.0,378.0
50.0,379.0
51.0,380.0
59.0,381.0
43.0,382.0
49.0,383.0
56.0,384.0
49.0,385.0
52.0,386.0
51.0,387.0
47.0,388.0
56.0,389.0
51.0,390.0
50.0,391.0
55.0,392.0
56.0,393.0
53.0,394.0
54.0,395.0
43.0,396.0
47.0,397.0
43.0,398.0
42.0,399.0
47.0,400.0
49.0,401.0
53.0,402.0
51.0,403.0
48.0,404.0
58.0,405.0
46.0,406.0
49.0,407.0
52.0,408.0
51.0,409.0
56.0,410.0
55.0,411.0
46.0,412.0
63.0,413.0
55.0,414.0
55.0,415.0
55.0,416.0
49.0,417.0
52.0,418.0
48.0,419.0
46.0,420.0
49.0,421.0
44.0,422.0
45.0,423.0
47.0,424.0
44.0,425.0
51.0,426.0
45.0,427.0
47.0,428.0
46.0,429.0
47.0,430.0
53.0,431.0
54.0,432.0
46.0,433.0
60.0,434.0
50.0,435.0
52.0,436.0
61.0,437.0
48.0,438.0
52.0,439.0
57.0,440.0
42.0,441.0
59.0,442.0
49.0,443.0
43.0,444.0
51.0,445.0
48.0,446.0
43.0,447.0
55.0,448.0
47.0,449.0
44.0,450.0
46.0,451.0
45.0,452.0
48.0,453.0
49.0,454.0
54.0,455.0
52.0,456.0
52.0,457.0
60.0,458.0
48.0,459.0
52.0,460.0
56.0,461.0
50.0,462.0
56.0,463.0
50.0,464.0
49.0,465.0
58.0,466.0
50.0,467.0
47.0,468.0
54.0,469.0
43.0,470.0
51.0,471.0
47.0,472.0
38.0,473.0
46.0,474.0
42.0,475.0
44.0,476.0
46.0,477.0
51.0,478.0
54.0,479.0
50.0,480.0
49.0,481.0
58.0,482.0
52.0,483.0
51.0,484.0
50.0,485.0
57.0,486.0
55.0,487.0
53.0,488.0
51.0,489.0
57.0,490.0
52.0,491.0
50.0,492.0
46.0,493.0
48.0,494.0
52.0,495.0
46.0,496.0
45.0,497.0
51.0,498.0
47.0,499.0
47.0,500.0
0.0,0.0
69.0,1.0
76.0,2.0
61.0,3.0
65.0,4.0
68.0,5.0
53.0,6.0
61.0,7.0
61.0,8.0
59.0,9.0
45.0,10.0
53.0,11.0
51.0,12.0
48.0,13.0
51.0,14.0
50.0,15.0
52.0,16.0
44.0,17.0
54.0,18.0
47.0,19.0
45.0,20.0
42.0,21.0
46.0,22.0
48.0,23.0
54.0,24.0
57.0,25.0
59.0,26.0
57.0,27.0
56.0,28.0
53.0,29.0
57.0,30.0
57.0,31.0
55.0,32.0
57.0,33.0
51.0,34.0
54.0,35.0
56.0,36.0
54.0,37.0
56.0,38.0
56.0,39.0
51.0,40.0
55.0,41.0
51.0,42.0
49.0,43.0
57.0,44.0
52.0,45.0
53.0,46.0
60.0,47.0
51.0,48.0
50.0,49.0
57.0,50.0
56.0,51.0
60.0,52.0
60.0,53.0
53.0,54.0
59.0,55.0
58.0,56.0
53.0,57.0
59.0,58.0
63.0,59.0
50.0,60.0
53.0,61.0
59.0,62.0
53.0,63.0
55.0,64.0
58.0,65.0
50.0,66.0
58.0,67.0
53.0,68.0
55.0,69.0
58.0,70.0
52.0,71.0
51.0,72.0
57.0,73.0
54.0,74.0
52.0,75.0
56.0,76.0
57.0,77.0
59.0,78.0
58.0,79.0
59.0,80.0
58.0,81.0
60.0,82.0
55.0,83.0
60.0,84.0
59.0,85.0
54.0,86.0
55.0,87.0
57.0,88.0
54.0,89.0
54.0,90.0
57.0,91.0
51.0,92.0
57.0,93.0
55.0,94.0
50.0,95.0
56.0,96.0
54.0,97.0
51.0,98.0
61.0,99.0
50.0,100.0
56.0,101.0
58.0,102.0
54.0,103.0
57.0,104.0
62.0,105.0
59.0,106.0
57.0,107.0
58.0,108.0
57.0,109.0
56.0,110.0
59.0,111.0
55.0,112.0
50.0,113.0
61.0,114.0
50.0,115.0
51.0,116.0
57.0,117.0
51.0,118.0
53.0,119.0
57.0,120.0
51.0,121.0
53.0,122.0
55.0,123.0
55.0,124.0
54.0,125.0
55.0,126.0
57.0,127.0
56.0,128.0
63.0,129.0
61.0,130.0
57.0,131.0
61.0,132.0
56.0,133.0
56.0,134.0
57.0,135.0
57.0,136.0
55.0,137.0
57.0,138.0
52.0,139.0
54.0,140.0
55.0,141.0
54.0,142.0
53.0,143.0
59.0,144.0
49.0,145.0
49.0,146.0
54.0,147.0
52.0,148.0
56.0,149.0
57.0,150.0
54.0,151.0
60.0,152.0
62.0,153.0
55.0,154.0
62.0,155.0
55.0,156.0
56.0,157.0
60.0,158.0
61.0,159.0
53.0,160.0
57.0,161.0
52.0,162.0
48.0,163.0
54.0,164.0
59.0,165.0
51.0,166.0
56.0,167.0
53.0,168.0
48.0,169.0
56.0,170.0
50.0,171.0
57.0,172.0
60.0,173.0
53.0,174.0
59.0,175.0
59.0,176.0
54.0,177.0
56.0,178.0
60.0,179.0
64.0,180.0
57.0,181.0
58.0,182.0
55.0,183.0
50.0,184.0
57.0,185.0
55.0,186.0
54.0,187.0
59.0,188.0
51.0,189.0
48.0,190.0
55.0,191.0
47.0,192.0
56.0,193.0
59.0,194.0
53.0,195.0
54.0,196.0
58.0,197.0
55.0,198.0
52.0,199.0
61.0,200.0
59.0,201.0
